tweeet
A @kabumcombr e a @TNTMediaHub não tem compromisso com o cliente, entregar duas vezes o produto danificado? Que isso... Foram 30 dias pra receber o segundo e eu precisando do produto, irresponsabilidade das duas empresas... :(
