tweet_text
E as #Ofertas da Smartweek não param! ► Smartphone Motorola Moto G6 Play com 16% de #desconto! Garanta o seu, preço com unidades limitadas! http://kabum.com.br/link/40/96321 pic.twitter.com/O3jldUMnT3
Solicitado urgência no departamento financeiro.
Só recusar a entrega.
E o meu pedido que era pra ter sido entregue dia 11 e até agora nenhuma informação? Número 11609504 @kabumcombr
Tem promoção na Kabum @kabumcombr paga nois
VGA Galax NVIDIA GeForce GTX 1060 OC com um preço camarada para os Ninjas de plantão, não perca esta oportunidade, unidades limitadas! Hora do Upgrade! » http://kabum.com.br/link/40/99418 pic.twitter.com/fxi3g6fEYA
Estão pra chegar até o final de FEV.
@kabumcombr Quando vai chegar mais placas maes AM4 b450 tomahawk ? Ja estou a dois meses esperando.
Preciso de um pc no precinho p jogar mais e com qualidade lá 10 de fps no lol ta osso
Obrigada!
Eu que lhe agradeço pela confiança e preferência, do que precisar, só me chamar! <3
agradeço a rapidez com o envio do produto, topperson demais
Fiz o pedido de um mouse ontem e o pedido também já tá em transporte eu nem tô acreditando
Qualquer dúvida só nos chamar na DM Brunão. Tenha um ótimo dia!
@kabumcombr comprei no cartao ontem e o pedido ja ta em transporte, show demais :)
Olá Greice, estou verificando e obtendo uma nova posição lhe notifico na DM
E aí @kabumcombr alguma notícia sobre meu pedido 11693445, que era pra ter sido entregue ontem?!
Até onde me informaram teve divergência no pagamento, então nem que eu peça reembolso eles vão conseguir resolver rápido.. Mas se a Pichau topasse eu fazia na hora, meu gabinete e Ssd q eu comprei lá já chegou!
Smartphone Samsung Galaxy S9 com preço especial para os Ninjas do Facebook. Aproveite para garantir o seu com desconto! • Unidades limitadas! » http://kabum.com.br/link/40/95598 pic.twitter.com/6A5tBje8RU
reembolso. @pichauinfo faz um desconto pra maninho aí e cobre a bagunça da Kabum
Até o final do mês que vem! :)
Já tá rolando umas ofertas massa aqui http://kabum.com.br/ofertas/atomika é o ultimo dia hoje. Dá um f3 na lista e busque por SSD :)
Não vai adiantar, já liguei pra todos ps possíveis, e o peoblema continua desde a black friday de 2018 Estão alegando que foi cancelado por “erro de sistema” e agora quem se fode com limite reservado até final do mês que vem sou eu Parabéns
voces tem alguma previsão do quao mais pode cair o preço dos ssd? eu li por ai que iriam cair bastante esse ano
Qual o número do seu pedido?
O prazo começa sempre a ser contabilizado a partir do primeiro dia útil após o status como Enviado.
"Eu já entenderia 2 dias úteis pq começou a transitar para o destino ontem, até pq a data programada no site UPS está para 01/02/2019. ;-)"
Recebidos do dia da @kabumcombr amo vcs Tudo no prazo! Mais uma aquisição pra melhoria da live! #BomDia #Kabumpic.twitter.com/148p2EGTsS
9 dias úteis após o pagamento do meu pedido na @kabumcombr e ainda nada. Não sei se sou muito paciente ou se sou muito trouxa mesmo. Difícil recomendar e voltar a comprar nessa loja depois de uma enrolação desse nível...
"O prazo de entrega é de 1-3 dias úteis. Sempre é contabilizado a partir do primeiro dia útil após a data de envio do mesmo. Mesmo que fosse 2 dias como você está citando, hoje está no 2° dia útil. Só aguardar, pode ficar tranquilo que chegará e antes do prazo ;)"
3 dias ? Vcs me venderam 2 dias ....
Será bem vindo sempre, qualquer dúvida só chamar na DM! <3
"No site mencionado acima, você utiliza o protocolo que passamos via e-mail de cadastro. ;)"
A encomenda foi enviada dia 29/01 pela UPS - Com prazo de 1-3 dias úteis. O prazo máximo encerra amanhã. Hoje é o 2° dia útil da entrega. No rastreio consta que já está em rota de entrega para hoje mesmo até o final do dia. + informações no rastreio: https://www.ups.com/track?loc=pt_BR&requester=WT/trackdetails …pic.twitter.com/vwi2X8hD7h
11712693
Ja tenho o projeto do PC nas mãos, CPU vai ser comprado na Kabum.
Jogava mais no console, mas agora tô jogando mais no meu notebook, obejito é montar um pc gamer pra poder jogar e usar pra edição né kkk, pq o notebook só tá quebrando um galho kkk
Boa! \o/
Nem zerinho ou um.. ta brabo
960g .. God!
"Bem que agora a @asusbr @asus @ASUS_ROG @asusfanaticos @asusbrasilrog podiam me enviar um sticker novo do ""TUF INSIDE"" pra eu colocar na lateral do gabinete novo ein"
PC!
Eu nem jogo, a vontade de rir é grande mais a de chorar é maior
Onde você mais joga?
Hoje estamos no primeiro dia útil da entrega, você poderá acompanhar o seu pedido: 11711337 entrando neste site: https://www.ups.com/track?loc=pt_BR&requester=WT/trackdetails … utilizando o seu código: 1ZA8075T0494749726 Qualquer dúvida ficaremos à sua disposição. Que você tenha um ótimo dia.
@kabumcombr tive um problema com o pedido 11666822, veio faltando o SSD, mas foi resolvido rápido. Vamos ver se com o pedido 11711337(maior valor)vou continuar a ser cliente e a entrega vamos ver se é ninja mesmo.
quem sabe
"Tranquilo, o importante é ter montado, precisando de nós só chamar, continuaremos à disposição, quem sabe para um futuro Upgrade! ;)"
po, o mlk tava meio com pressa de montar a máquina e acabou montando ontem mesmo na concorrente ¯\_(ツ)_/¯
Eita, segura ai cara.
É, vale pro mês todo né :P
cadê o moto g7+?
@kabumcombr pensa num gabinete bonito pic.twitter.com/J7Zr7mMx0q
amanhã no caso? hahaha
Pagou muito bem mano
Começou a #SmartWeek no KaBuM! Este é o momento de você comprar seu novo Smartphone, são #Ofertas com até 20% de descontos nos Smartphones mais procurados no site! • Aproveite, unidades limitadas! » http://kabum.com.br/ofertas/smartweek …pic.twitter.com/plUWY2yHjI
978,45 taokeis, mas o preço original daria mais de 1900 (ambos com frete ja somado)
Hoje é o último dia das listas de #ofertas marotas que estão rolando! #FicaDica #Oferta em todos os setores! » http://kabum.com.br/ofertas/atomika Ofertas em Placas de vídeo » http://kabum.com.br/ofertas/geforce pic.twitter.com/R1AFs4wLCl
kabum pelo amor de deus eu não consigo rastrear meu pedido e agora também não consigo entrar na página dos meus pedidos pois cada vez que entro nela abre uma página aleatória no lugar que me leva pra home de novo, help??
Só tem uma coisa que me chateia na @kabumcombr , a falta de rastreabilidade nas encomendas via Correios. Faz quase uma semana que dizem ter enviado pedido meu mas o rastreio nem sequer consta no sistema dos correios
Ainda bem que tenho 2
que amor vocês! já mandei e torcendo muito aqui kkkk <3
Em 30 minutos a @kabumcombr confirmou meu pagamento, separou e enviou meu pedido. É melhor loja de eletrônicos que chama né?
1 rim
Ninja na área galera! #BomDia! Uma ótima Quinta feira pra todos vocês! pic.twitter.com/DzZAESRVcy
https://www.kabum.com.br/cgi-local/site/trabalhe_conosco/index.cgi … - se liga aqui! :)
Quanto foi ? Desculpa a pergunta
Eita!
Mês que vem \o/
Qual o número do pedido?
Bom dia. Nos chame em nosso atendimento ou acione diretamente no site! :)
oi @kabumcombr me dá um emprego
@kabumcombr me doa um pc ai na humildade, preciso joga lol
Ow será que quem vai te responder publicamente vai ser a mesma pessoa que respondeu o yets no twitter do Ranger?
Queria estar assim mas a @kabumcombr comeu o jogo https://twitter.com/ingidish/status/1090720332812611584 …
n rolou, grana tava apertada
Eu só investiria pouco mais e pegava a 1060 de 6gb, claro se tiver condições !!
Pqp
Mano
Bem q a @kabumcombr podia colocar o Cougar Vantar em promo nesse início de mês
nao foi tu q derrubou? explodiu mesmo?
hardy do céu....
po @kabumcombr todas as placa pra AM4 indisponíveis no site? ME AJUDA A TE AJUDAR KABUM
Mal pergunte: qual fone vc comprou
@eomarcone
Anão vou até sair daqui bropic.twitter.com/n84XnhsXJ3
@kabumcombr ae Kabum, poderia colocar um estoque de gtx 1050 ti da zotac né :) nunca te pedi nada hehe
Ainda bem q comprei na @kabumcombr , tomara q consiga trocar numa boa
comprei falando que entregava em 2 dias, e já acabou o segundo dia e não chegou nada!
aquele ali é o meu rosto, ta no mesmo nível ashsahashash
Now send it!pic.twitter.com/qIB3ScEz2k
"@kabumcombr. A pior empresa para se comprar componentes eletrônicos. Te mandam com defeito, quando aciona a garantia dizem que você causou o defeito, ou como gostam de dizer ""Dano Físico"". Não comprem nesta loja. Eles tem mais de 1 mil reclamações por entrega com defeito."
to bem triste a @kabumcombr tirou a promoçao da memoria que eu ia comprar.
isolado meu ovo
Quando vc queria ser cabeleireiro mas fez TI
@kabumcombr tá sem estoque de placas AM4... Ish muita promoção ou Ryzen não tá saindo?
"LITERALMENTE, 01 HD DO RENATINHO FEZ ""KABUM""!"
Onde arrumo kupom de desconto na @kabumcombr ????
Web Cam e mouse pad chegou agora só começar com as lives, espero que certo, vlw @kabumcombr pic.twitter.com/PR3sRFTnWD
Chegou, valeu pela promo @kabumcombr pic.twitter.com/2Gg7zUnwxS
Ajuda o menino que tá doente Kabum #SendHelp
#Sendhelp
@kabumcombr Kabum! Vergonha, meu pedido está pela Azul Cargo pra ser entregue e pelo SEGUNDO DIA eles descaradamente informam que o destinatário estava ausente, OBVIAMENTE pois o destinatário tem emprego mas mora num condomínio com portaria e disseram que ninguém veio! Que droga!
@kabumcombr meus amores, o @RenatoEstranho comprou uns 59 hds e 1 deles não ta funcionando, ajuda o menino que tá doente
> Antes de enviar a encomenda no caso, assim ocasionando um baita atraso na entrega e transformando um Sedex em Lerdex mesmo kkkk
Eu odeio uma empresa Ela se chama @kabumcombr Graças a ela, tudo o que planejei foi por água abaixo c: Eles postaram o meu produto num local onde o Sedex é Lerdex É como se a encomenda fosse postada apenas hoje, como se por exemplo, eles esperassem completar uma boa quantidade
Cara troca isso kkkkk parece que vai desmontar do nada
Obrigado @kabumcombr
Alo @kabumcombr
Olha quem chegou @kabumcombr @CorsairGamingBR @TheD4rkness_ pic.twitter.com/S4mXpoCkKH
Ken, isso está errado, procura a justiça, pois o erro não foi seu.
pede pra @kabumcombr te mandar um!
São casos isolados, maluco.. Comprei lá umas 25x e nunca deu merda.. continua sendo frustrante tho..
Culpa do @rangerlol1
eu avisei
Poxa, então é diretamente com a AMD, se precisar da nota fiscal, só solicitar e enviaremos a segunda via em seu e-mail de cadastro.
Nos chame no atendimento no topo do site com o número do pedido em mãos. Iremos lhe atender, se preferir ligue (19) 2114-4444. =)
Ah entendi tava contando os dias errados
Pena que é pequeno esse.
Cabo bonito, cabo bem feito, cabo formoso...pic.twitter.com/skclJyLEh8
Quantos Hairts é esse pentium?
"Deixa sua máquina voando como nova! ► SSD Kingston 2.5"" 240GB A400 SATA III Leituras: 500MBs / Gravações: 350MBs • Aproveite e garanta a sua! http://kabum.com.br/link/40/85197 pic.twitter.com/QX1z6vu5V6"
Sempre que precisar estaremos à disposição!
Conta da fabricação que infelizmente a minha unidade veio com defeito. Em dois dias após o produto chegar em casa com defeito, já está tudo protocolado pela loja. Fiz praticamente tudo pelo telefone e Facebook. Nunca vou deixar de ser cliente de vocês, valeu @kabumcombr !
Eu não consigo expressar meu amor pela @kabumcombr pelo excelente atendimento que sempre me dão, já fiz mais de 5 compras na loja, tudo sempre dentro do prazo e bem embalado. Infelizmente um profundo chegou com defeito e não por conta da embalagem ou do transporte mas sim por..
Se tivessem mandado o Ranger ou o Titan entregar igual no mundial não tinha dado esse problema LUL
Pedido enviado pela UPS dia 29/01 com prazo de 1-3 dias úteis. O mesmo está hoje no primeiro dia útil. Poderá chegar no máximo até sexta. Para rastrear entre no site: https://www.ups.com/track?loc=pt_BR&requester=WT/trackdetails … e coloque o código: 1ZA8075T0494745720pic.twitter.com/TU0acGO6Jf
11705541
Qual o número do pedido?
Me conte todo ocorrido com o número do pedido na DM por gentileza, irei verificar
Kabum como time de lol é uma ótima loja de eletrônicos Não, pera Ih Fecha ai que deu ruim
Tão na disney
bom se nao chegar hoje ja sei que nunca mais vou comprar nada com esse frete ninja do @kabumcombr
Meu endereço está atualizado, basta simplismente copiar e colar, ou olhar o papel e digitar no google que vem perfeitamente o meu endereço
Quando um hippie faz T.I.
Nossa eu ia responder exatamente isso hahahha
Cabo par trançado Literalmente
pic.twitter.com/o0RtbF4Vtt
Vai toma no cu, comprei o meu ontem e agora tá na promoção
Processador #Pentium com precinho! » http://goo.gl/JxkiGm pic.twitter.com/wWiTDgPTrN
@luckasmuringa
@iBruceLdS
Mouse Gamer de Qualidade! Se liga no G403 da Logitech com um ótimo preço! Unidades limitadas! Garanta o seu! » http://kabum.com.br/link/40/84008 pic.twitter.com/EybiAVEZPo
qualquer vintão se comprapic.twitter.com/eyEHGJzphe
Se fosse amd era 130
Olá Charles, boa tarde. Caso tenha ocorrido algum empecilho na entrega por gentileza entre em nosso atendimento no topo do site com o seu endereço completo e peça para atualizar o mesmo.
@kabumcombr como que os entregadores da azul não conseguem encontrar a minha rua? É só literalmente digitar no google que aparece
Acertou
Ei @nubank ... já te falei da minha amiga @kabumcombr ? Sei não, mas acho que vocês podiam sair pra tomar um café. Parem com essa timidez, façam logo uma parceria.
Mesmo preço de sempre, sempre falsas promoções
#Oferta em placa mãe para AMD AM3+! • Placa-Mãe ASUS p/ AMD AM3+ mATX M5A78L-M PLUS USB3, 4x DDR3 HDMI/DVI/VGA, USB 3.0 Frontal, Áudio Gamer Garanta a sua! » http://kabum.com.br/link/40/79455 pic.twitter.com/Wwdfwxynzd
De 1 a 3 dias uteis pelos calculos tinha que chegar ontem ja que comprei na quinta, alias eu paguei por isso, mas so da atenção ja ta de boa
Preferiria continuar o atendimento por algum canal que resolva a situação
Final de semana não é dia útil, mas fique tranquilo que chegará no máximo até amanhã.
11701529 comprei e foi enviado dia 24
Vimos que já está em contato em nosso Facebook, iremos permanecer o atendimento somente por lá.
Qual o número do pedido? Está no prazo?
Manda nuggets
@kabumcombr do lado da minha cidade e ja faz 6 dias que nao chega minha encomenda, se eu fosse apé buscar demoraria nem 3 horas, pelo amor de Deus
Manda ai! :)
Encontraram as informações???
beleza
Incrível a eficiência da @kabumcombr, fiz a minha compra na terça feira 29/01/2019, hoje já está em transporte.
Olá Thais, qual o número do pedido! :)
Mas antes eu solicitei que me entregassem...
Solicitei ir até a transportadora retirar
O seu pedido você solicitou o cancelamento. :(
isso, tenta dnv, aproveita e compra pra mim tb! rsssssss
Opaaa, os ninjas querem receber os produtos ou pelo menos ter o direito de ir até a transportadora retirar pessoalmente!
Aeeee, preferia o fone mas já tá bom pelo menos vou poder tentar comprar dnv jslxmclcmc
Os Ninjas pediram teclado Gamer com desconto e preparamos esta #oferta imperdível! • Teclado Gamer Redragon Mecanico MITRA K551 http://kabum.com.br/link/40/95483 Anti-Ghost com Led Vermelho e Switch Outemu Bluepic.twitter.com/kpZ1H3G0vu
Kabum cadê os Core i5 8600k, não quero comprar na concorrência
aeeeeee lele.
Foi feito a reserva do limite, o valor será devolvido ao cartão utilizado na compra.
Já tentou abrir um ticket de suporte, miga?
to bem triste eu tinha limite no cartão, usou o limite (ainda não reembolsaram) e eles cancelaram a compra (?) só pq queria comprar meu razer quartz acho q eles não querem que eu seja egirl
Aposto 100 conto casado no chão que é intel
que isso @kabumcombr ? n cancela a compra da minina nao
dona @kabumcombr da pra parar de cancelar minha compra por favor
Claro, vou te mandar por DM
"Decepção é quando vc compra um HD na @kabumcombr vem estragado e a kabum fala: "" se vira com o fabricante""... Valeu aí em #kabum"
O estorno, por lei, é feito no momento do cancelamento. Quem vai receber meus dados bancários e me mandar o comprovante de ted no valor referente, agora???
Já está sendo solicitado, assim que recebermos a notificação que a TNT está retornando com o produto, solicitaremos o estorno.
E a lei federal vocês ignoram??? Por lei, o estorno é feito no momento do cancelamento. Essa compra nem chegou nas minhas mãos. Será que dá pra facilitar a nossa vida??
Tem de aguardar o retorno da encomenda para o KaBuM! e realizaremos o estorno.
Rindo de nervoso kabsyagagyajqiha
Kkkkakajajha eu não tenho dinheiro nem pra mim akhshvwuababyqkqvw
compra pra mim
"Meu pedido na @kabumcombr ainda não foi processado, 8 dias ÚTEIS após o pagamento.. Nunca pensei que ia ter esse nível de dor de cabeça com a Kabum, extremamente desapontado. O suporte não ajuda, falaram que pediram ""urgência"" na análise desde quinta passada..."
E aí????
Foi passado urgência pra tnt há dias e cade?
Foi dito ontem que seria passada posição e ainda não foi passado nada no email de cadastro. Pedi a transcrição dos chats e também não recebi.
Passado com urgência para TNT, iremos passar a posição em seu e-mail de cadastro.
E aí????
Enviado dia 28/01 OG006373221BR prazo de 3 dias úteis é até o final do dia de amanhã.
Caraleo... kkkkkdxkdmdkdfkk mulher d brabissia
Qual o número do pedido?
Quando vocês desligam na minha cara não computa ai, né? Quando eu peço para apenas entregar o produto, também não.
Quero saber se o reembolso será imediato, seguindo a lei federal 7962/201
Você falou no telefone agora a pouco, já estão solicitando o retorno do produto e assim que retornar realizaremos o estorno. Você desligou o telefone. Agora só aguardar que já está em andamento. Qualquer dúvida fico á disposição.
?
11650079 Já deve ser a quinta pessoa que vai verificar. Tomara que faça algo além e resolva o problema.
"Me passe o número do pedido aqui pra eu verificar ;)"
Tem game que ensina a kabum a cumprir prazo de entrega e a tratar melhor o cliente?
https://twitter.com/Tec_Mundo/status/1090580453340389382 …
Parece que o descaso com o cliente é geral então
@Lucasspeet
Teclado Mecânico Gamer Razer Blackwidow Lite • Produto exclusivo no KaBuM! http://goo.gl/ENEJyQ Ele mescla a rapidez da resposta para jogos com recursos atenuados que são sutis para o escritório. As teclas são de alto desempenho! Com LED Branco e Switch Orange!pic.twitter.com/OlEUyQRaBg
Tadinha dessa placa de vídeo
heheheh por isso que amo a Kabum
DM!
Me chame na DM por gentileza com o número do pedido.
@kabumcombr kabuuuuuuum voltem logo com o Kabumtogo por favorrrrr
@kabumcombr - A transportadora está informando no rastreamento que meu endereço está incorreto, mas não está.
quando é que você vai me dar um desconto no blackwidow mercury White, hein ninja?
Cheguei! #BomDia #NinjaNaÁrea pic.twitter.com/WpyOGK5hC1
@RnTTFernandes seu pc
Não utilize o nome de Deus em vão rapaz! :) Chama na DM que veremos o que consigo pra você.
Me informe o ocorrido via DM com o número do pedido, irei verificar.
Olá Larissa. Bom dia! Me envie o número do pedido via DM irei verificar pra você.
GG
90
pq ta 399?pic.twitter.com/nFg1vLaXPO
ta batendo quantos graus a temp do processador cria?
"ta ossada cria ;/"
é meme
Ainda critica meu idoso
Krl, as peça do teu pc sao qualidade hein
Pena que o frete na @Terabyteshop é caro... será que dá pra retirar na loja? Kkk
Alô @kabumcombr ajuda o @balerostyle que ele ta doente, precisando de um watercooler, ele quer trocar um tiro honesto na live mais não ta conseguindopic.twitter.com/3J4SKTlBmK
Eu não kkkkkkkk
@kabumcombr me da um pc novo tbm, nunca te pedi nada.
Valeu nashinha! Mas boatos que nem Deus conseguiu cupom da Kabum hahahah
arruma para ele, @kabumcombr
se nao for incomodo, poderia mandar mais fotos dela pra min identificar?
A @kabumcombr nunca decepciona. Mais uma vez antes do prazo. Só falta mandar uns brindes já que sou cliente fiel heueheue pic.twitter.com/H7wWJAjswq
Puuuts não é pra menos!!! Que sacanagem!!!
Ainda não... acredita? Pior que só falta ESSA PEÇA pra eu montar ele... Tô putassa!
os meus cooler fan tao tudo com os LED queimado :/ patrocina nois @kabumcombr https://twitter.com/machorrona/status/1090231368817303552 …
Tua máquina ainda não chegou? :(
Porra... Serião... Se forem comprar coisas na @kabumcombr não escolham a entrega ninja... o rastreamento é HORRÍVEL e ainda não entregam no prazo prometido... Só que você paga bem carinho por isso :)
